CustomerID,Age,Gender,Tenure,MonthlyCharges,TotalCharges,ContractType,InternetService,SupportCalls,Churn
855,39,Male,67,2116.0,138685.0,One year,Fiber,1,1
856,69,Male,33,1971.0,66177.0,Month-to-month,DSL,3,1
857,34,Male,51,489.0,23321.0,Month-to-month,Fiber,2,0
858,24,Female,51,938.0,45954.0,Month-to-month,Fiber,1,0
859,42,Male,28,785.0,22526.0,Month-to-month,DSL,2,1
860,62,Female,37,1181.0,45285.0,One year,DSL,1,0
861,21,Female,41,1275.0,53028.0,Month-to-month,Fiber,1,1
862,53,Female,20,1292.0,26255.0,Month-to-month,DSL,0,0
863,23,Male,41,1622.0,66946.0,Month-to-month,DSL,1,0
864,77,Male,12,1797.0,22329.0,Two year,Fiber,1,0
865,48,Male,63,1587.0,100877.0,Month-to-month,Fiber,1,1
866,36,Male,16,976.0,14827.0,Month-to-month,Fiber,2,1
867,78,Female,8,887.0,8405.0,Month-to-month,DSL,0,1
868,61,Male,40,1201.0,46444.0,Month-to-month,DSL,1,0
869,71,Male,0,1370.0,2183.0,Month-to-month,DSL,1,1
870,56,Female,1,1127.0,2692.0,Month-to-month,DSL,3,0
871,44,Male,59,662.0,43420.0,One year,Fiber,0,0
872,27,Female,47,1473.0,70259.0,Month-to-month,Fiber,1,0
873,43,Female,28,1043.0,31022.0,One year,DSL,0,0
874,36,Female,9,1031.0,6158.0,Two year,Fiber,0,1
875,56,Female,57,1178.0,69029.0,One year,Fiber,2,1
876,79,Female,59,1104.0,67489.0,Month-to-month,Fiber,0,1
877,20,Female,20,1053.0,24069.0,Month-to-month,Fiber,3,1
878,62,Female,27,688.0,18817.0,One year,Fiber,0,1
879,30,Female,33,1155.0,37431.0,One year,Fiber,1,0
880,67,Male,7,1481.0,8188.0,Month-to-month,Fiber,2,1
881,45,Male,58,1306.0,73752.0,One year,Fiber,4,1
882,79,Male,71,1579.0,112058.0,Month-to-month,DSL,1,0
883,75,Male,48,909.0,40129.0,Month-to-month,DSL,3,1
884,37,Female,16,689.0,9488.0,Month-to-month,Fiber,0,1
885,45,Male,59,1102.0,65197.0,Month-to-month,DSL,0,0
886,25,Female,44,954.0,42110.0,Month-to-month,Fiber,1,1
887,78,Male,68,996.0,65789.0,One year,DSL,1,0
888,58,Male,31,1285.0,37367.0,Month-to-month,DSL,1,1
889,56,Male,43,999.0,40788.0,Month-to-month,DSL,1,0
890,18,Female,64,700.0,44358.0,Month-to-month,DSL,2,0
891,20,Male,7,976.0,11092.0,Month-to-month,Fiber,1,0
892,30,Female,71,1336.0,96977.0,Month-to-month,Fiber,1,1
893,45,Female,42,1469.0,62126.0,One year,DSL,1,0
894,79,Male,0,1465.0,1108.0,One year,Fiber,3,1
895,74,Male,50,1370.0,70532.0,One year,Fiber,1,0
896,77,Male,23,1133.0,27410.0,One year,DSL,1,1
897,66,Female,23,1362.0,30710.0,Month-to-month,DSL,4,1
898,42,Male,16,1183.0,17237.0,Month-to-month,DSL,1,0
899,73,Female,4,1245.0,4729.0,Month-to-month,Fiber,3,0
900,50,Female,19,824.0,17664.0,Month-to-month,DSL,0,1
901,55,Male,20,1218.0,23819.0,Two year,Fiber,1,1
902,70,Male,57,1351.0,74798.0,Month-to-month,Fiber,0,1
903,23,Female,30,1336.0,36633.0,Month-to-month,DSL,0,1
904,75,Female,10,685.0,6608.0,Two year,Fiber,2,0
905,61,Female,51,1239.0,61138.0,Two year,Fiber,1,0
906,62,Male,14,622.0,7835.0,One year,DSL,0,0
907,49,Female,6,1269.0,10526.0,Month-to-month,Fiber,1,1
908,62,Male,27,919.0,24705.0,Month-to-month,Fiber,2,1
909,78,Female,50,1882.0,92599.0,Month-to-month,Fiber,2,1
910,64,Female,57,1248.0,71754.0,Month-to-month,Fiber,1,1
911,38,Male,4,1520.0,9922.0,Month-to-month,Fiber,2,0
912,33,Female,4,2044.0,7935.0,Month-to-month,DSL,1,1
913,71,Male,7,873.0,1400.0,Two year,DSL,0,1
914,38,Male,63,1374.0,87862.0,Month-to-month,Fiber,2,1
915,28,Female,9,726.0,7227.0,One year,DSL,1,0
916,77,Male,37,1338.0,49686.0,One year,Fiber,1,0
917,54,Male,7,1906.0,12904.0,Month-to-month,Fiber,1,0
918,53,Female,24,949.0,21161.0,One year,DSL,1,1
919,52,Male,65,846.0,58020.0,Month-to-month,Fiber,0,0
920,36,Male,49,1164.0,53359.0,Month-to-month,None,0,1
921,37,Male,66,2018.0,132570.0,One year,Fiber,0,0
922,74,Female,48,1508.0,71719.0,Month-to-month,DSL,1,0
923,35,Male,35,838.0,31037.0,Two year,Fiber,4,1
924,64,Female,67,1782.0,121865.0,Month-to-month,Fiber,0,0
925,58,Female,40,538.0,21067.0,Month-to-month,Fiber,1,1
926,66,Male,61,2055.0,125741.0,Month-to-month,DSL,3,1
927,31,Male,9,1543.0,14443.0,Month-to-month,DSL,1,0
928,32,Male,20,1905.0,40207.0,Month-to-month,None,1,0
929,48,Female,35,541.0,21000.0,One year,Fiber,3,0
930,18,Male,11,1268.0,12871.0,One year,Fiber,1,0
931,70,Male,1,1146.0,2022.0,One year,Fiber,2,1
932,71,Male,12,797.0,10331.0,Month-to-month,DSL,0,0
933,71,Male,52,682.0,35232.0,One year,DSL,0,0
934,20,Male,31,1403.0,44241.0,One year,Fiber,0,1
935,33,Female,15,1439.0,21625.0,One year,DSL,2,0
936,40,Female,31,1720.0,53636.0,Month-to-month,Fiber,2,0
937,74,Male,31,999.0,28257.0,One year,DSL,2,0
938,28,Male,10,1143.0,9594.0,One year,DSL,1,1
939,29,Male,9,647.0,7459.0,Month-to-month,Fiber,0,0
940,27,Male,14,1816.0,23003.0,One year,Fiber,1,1
941,49,Female,16,1228.0,20588.0,Month-to-month,None,2,1
942,33,Male,39,1489.0,57908.0,Month-to-month,DSL,1,0
943,25,Female,17,1503.0,27612.0,Month-to-month,DSL,3,1
944,55,Female,54,1784.0,97634.0,Month-to-month,DSL,3,0
945,29,Male,24,867.0,19901.0,Month-to-month,Fiber,1,1
946,41,Female,58,1479.0,85336.0,One year,DSL,0,0
947,45,Female,21,1190.0,21019.0,Month-to-month,DSL,1,1
948,70,Female,29,2042.0,58957.0,One year,DSL,3,0
949,25,Female,43,866.0,34698.0,Two year,Fiber,0,0
950,75,Male,31,1669.0,51302.0,Month-to-month,Fiber,4,1
951,45,Male,50,1340.0,65724.0,Two year,Fiber,2,1
952,53,Female,45,1319.0,57602.0,Two year,Fiber,1,1
953,43,Male,20,1222.0,26815.0,One year,Fiber,0,0
954,25,Male,31,1739.0,51357.0,One year,Fiber,1,1
955,75,Male,38,1306.0,47702.0,Two year,Fiber,1,0
956,77,Male,11,590.0,5094.0,One year,Fiber,0,0
957,67,Male,46,1688.0,76686.0,Month-to-month,DSL,0,0
958,45,Female,17,1614.0,25684.0,One year,Fiber,0,0
959,45,Male,20,1435.0,27982.0,One year,Fiber,0,0
960,54,Male,12,749.0,9592.0,Month-to-month,Fiber,1,1
961,58,Male,20,811.0,17560.0,Month-to-month,Fiber,3,0
962,53,Male,7,449.0,4386.0,One year,DSL,0,0
963,44,Female,45,1384.0,58464.0,Month-to-month,Fiber,5,1
964,71,Female,6,660.0,4720.0,Two year,DSL,1,0
965,34,Female,22,512.0,12148.0,Month-to-month,None,2,1
966,26,Female,21,1710.0,34585.0,Month-to-month,DSL,3,1
967,50,Male,21,1507.0,34982.0,Month-to-month,DSL,2,1
968,70,Female,28,1067.0,32051.0,Month-to-month,DSL,1,0
969,37,Male,12,1146.0,13386.0,One year,DSL,1,0
970,30,Male,1,237.0,955.0,Two year,Fiber,0,0
971,45,Male,28,1567.0,47179.0,One year,Fiber,0,1
972,65,Male,51,923.0,47035.0,Month-to-month,DSL,2,0
973,46,Male,26,1332.0,34802.0,Month-to-month,Fiber,0,1
974,30,Female,49,205.0,10190.0,One year,Fiber,2,0
975,63,Female,22,1591.0,39608.0,Two year,DSL,0,1
976,52,Female,43,899.0,38224.0,Month-to-month,DSL,3,1
977,78,Female,21,650.0,13603.0,Month-to-month,Fiber,1,1
978,23,Male,42,1064.0,43026.0,Month-to-month,DSL,0,0
979,35,Female,36,961.0,33817.0,Two year,Fiber,1,0
980,68,Male,60,1630.0,95737.0,One year,DSL,0,0
981,22,Female,55,1032.0,55139.0,Month-to-month,Fiber,3,1
982,64,Male,2,1745.0,130.0,Month-to-month,Fiber,0,0
983,42,Male,62,1332.0,84347.0,Two year,DSL,2,0
984,19,Female,18,1558.0,28357.0,Month-to-month,Fiber,0,0
985,27,Male,22,1199.0,26856.0,Month-to-month,DSL,0,1
986,73,Male,28,1709.0,47747.0,Month-to-month,Fiber,3,1
987,47,Female,29,739.0,21575.0,Month-to-month,Fiber,1,0
988,67,Male,38,1245.0,50548.0,Month-to-month,DSL,2,1
989,76,Female,24,1041.0,23446.0,One year,Fiber,1,1
990,62,Female,7,1759.0,12870.0,Two year,Fiber,0,0
991,22,Female,57,1800.0,103146.0,One year,Fiber,3,0
992,72,Male,15,1200.0,20284.0,Two year,DSL,1,0
993,73,Male,71,683.0,49370.0,Month-to-month,None,0,0
994,50,Male,0,1371.0,978.0,One year,None,1,0
995,71,Female,4,534.0,381.0,Month-to-month,Fiber,1,1
996,18,Male,2,1850.0,2082.0,One year,Fiber,2,1
997,35,Female,64,1011.0,62370.0,Two year,Fiber,0,0
998,49,Female,3,1188.0,1388.0,Month-to-month,DSL,1,0
999,64,Male,63,928.0,59258.0,Month-to-month,Fiber,0,0
1000,66,Female,9,839.0,7028.0,Month-to-month,None,1,0
